tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
0	This study	63.8	18.8	0	pmagpy-3.2.1	u		77	SLB21.4a	273	1.24E-05	1.00E-07	9.52E-08	8.86E-08	SLB21.4a:LP-DIR-T	2	1	0.6	g	LT-LT-Z:LP-DIR-T
0	This study	64.1	12.3	0	pmagpy-3.2.1	u		373	SLB21.4a	273	1.25E-05	5.63E-08	8.84E-08	9.32E-08	SLB21.4a:LP-DIR-T	3	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	62.9	10.5	0	pmagpy-3.2.1	u		473	SLB21.4a	273	1.18E-05	5.96E-08	1.23E-07	1.12E-07	SLB21.4a:LP-DIR-T	4	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	62.6	10.7	0	pmagpy-3.2.1	u		573	SLB21.4a	273	1.11E-05	6.15E-08	3.09E-07	6.73E-08	SLB21.4a:LP-DIR-T	5	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	62.3	8.6	0	pmagpy-3.2.1	u		673	SLB21.4a	273	1.07E-05	5.68E-08	3.52E-07	6.43E-08	SLB21.4a:LP-DIR-T	6	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	62.6	11.1	0	pmagpy-3.2.1	u		723	SLB21.4a	273	1.02E-05	4.95E-08	1.38E-07	1.04E-07	SLB21.4a:LP-DIR-T	7	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	62.8	11.8	0	pmagpy-3.2.1	u		748	SLB21.4a	273	1.02E-05	5.91E-08	2.83E-07	6.37E-08	SLB21.4a:LP-DIR-T	8	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	62.6	11.5	0	pmagpy-3.2.1	u		773	SLB21.4a	273	9.90E-06	5.14E-08	8.62E-08	1.07E-07	SLB21.4a:LP-DIR-T	9	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	63	10.3	0	pmagpy-3.2.1	u		798	SLB21.4a	273	9.71E-06	5.21E-08	4.26E-07	7.66E-08	SLB21.4a:LP-DIR-T	10	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	62.5	10.6	0	pmagpy-3.2.1	u		823	SLB21.4a	273	9.19E-06	4.48E-08	7.09E-08	1.04E-07	SLB21.4a:LP-DIR-T	11	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	62.6	11.1	0	pmagpy-3.2.1	u		833	SLB21.4a	273	8.94E-06	4.37E-08	1.33E-07	7.34E-08	SLB21.4a:LP-DIR-T	12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	62.6	10.9	0	pmagpy-3.2.1	u		843	SLB21.4a	273	8.68E-06	4.04E-08	1.15E-07	4.95E-08	SLB21.4a:LP-DIR-T	13	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	62.7	12.8	0	pmagpy-3.2.1	u		848	SLB21.4a	273	8.49E-06	3.96E-08	5.45E-08	1.00E-07	SLB21.4a:LP-DIR-T	14	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	62.6	11.2	0	pmagpy-3.2.1	u		853	SLB21.4a	273	8.50E-06	3.57E-08	1.32E-07	5.14E-08	SLB21.4a:LP-DIR-T	15	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	62.3	8.4	0	pmagpy-3.2.1	u		868	SLB21.4a	273	8.11E-06	4.36E-08	1.18E-07	5.09E-08	SLB21.4a:LP-DIR-T	16	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	62.6	9.3	0	pmagpy-3.2.1	u		883	SLB21.4a	273	7.81E-06	2.98E-08	7.97E-08	7.92E-08	SLB21.4a:LP-DIR-T	17	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	62.9	10.5	0	pmagpy-3.2.1	u		898	SLB21.4a	273	5.89E-06	2.25E-08	1.33E-07	4.09E-08	SLB21.4a:LP-DIR-T	18	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	65.4	14	0	pmagpy-3.2.1	u		913	SLB21.4a	273	1.91E-06	8.28E-09	1.40E-08	2.76E-08	SLB21.4a:LP-DIR-T	19	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	65.7	13.4	0	pmagpy-3.2.1	u		928	SLB21.4a	273	1.70E-06	6.68E-09	1.66E-08	1.93E-08	SLB21.4a:LP-DIR-T	20	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	65.9	12.8	0	pmagpy-3.2.1	u		938	SLB21.4a	273	1.43E-06	6.87E-09	9.69E-09	1.95E-08	SLB21.4a:LP-DIR-T	21	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	66.4	12.3	0	pmagpy-3.2.1	u		948	SLB21.4a	273	1.25E-06	5.58E-09	1.41E-08	1.60E-08	SLB21.4a:LP-DIR-T	22	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	67.2	11.3	0	pmagpy-3.2.1	u		953	SLB21.4a	273	9.30E-07	5.26E-09	9.63E-09	1.35E-08	SLB21.4a:LP-DIR-T	23	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	43.3	34.5	0	pmagpy-3.2.1	u		273	SLB21.5a	273	2.98E-05	1.49E-07	1.71E-07	2.91E-07	SLB21.5a:LP-DIR-T	1	1	0.7	g	LT-NO:LP-DIR-T
0	This study	43.2	35	0	pmagpy-3.2.1	u		77	SLB21.5a	273	2.90E-05	1.22E-07	1.67E-07	1.58E-07	SLB21.5a:LP-DIR-T	2	1	0.5	g	LT-LT-Z:LP-DIR-T
0	This study	43.2	35.4	0	pmagpy-3.2.1	u		373	SLB21.5a	273	2.90E-05	2.32E-07	3.78E-07	5.76E-07	SLB21.5a:LP-DIR-T	3	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	42.4	35.1	0	pmagpy-3.2.1	u		473	SLB21.5a	273	2.73E-05	1.68E-07	1.15E-06	1.04E-06	SLB21.5a:LP-DIR-T	4	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	41.8	34.4	0	pmagpy-3.2.1	u		573	SLB21.5a	273	2.56E-05	1.84E-07	5.72E-07	6.40E-07	SLB21.5a:LP-DIR-T	5	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	41.9	32.8	0	pmagpy-3.2.1	u		673	SLB21.5a	273	2.40E-05	2.43E-07	6.14E-07	6.87E-07	SLB21.5a:LP-DIR-T	6	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	41.8	32.2	0	pmagpy-3.2.1	u		723	SLB21.5a	273	2.30E-05	1.92E-07	2.19E-07	3.97E-07	SLB21.5a:LP-DIR-T	7	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	41.8	31.8	0	pmagpy-3.2.1	u		748	SLB21.5a	273	2.29E-05	2.20E-07	8.10E-07	7.33E-07	SLB21.5a:LP-DIR-T	8	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	41.9	33.3	0	pmagpy-3.2.1	u		773	SLB21.5a	273	2.25E-05	1.83E-07	5.33E-07	6.04E-07	SLB21.5a:LP-DIR-T	9	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	41.9	36.2	0	pmagpy-3.2.1	u		798	SLB21.5a	273	2.21E-05	1.71E-07	4.65E-07	5.91E-07	SLB21.5a:LP-DIR-T	10	1	2	g	LT-T-Z:LP-DIR-T
0	This study	41.7	32.5	0	pmagpy-3.2.1	u		823	SLB21.5a	273	2.15E-05	1.90E-07	1.12E-06	9.87E-07	SLB21.5a:LP-DIR-T	11	1	4	g	LT-T-Z:LP-DIR-T
0	This study	41.9	31.9	0	pmagpy-3.2.1	u		833	SLB21.5a	273	2.12E-05	1.79E-07	9.01E-07	7.47E-07	SLB21.5a:LP-DIR-T	12	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	41.9	35.3	0	pmagpy-3.2.1	u		843	SLB21.5a	273	2.04E-05	1.13E-07	8.91E-07	7.65E-07	SLB21.5a:LP-DIR-T	13	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	41.8	32.9	0	pmagpy-3.2.1	u		848	SLB21.5a	273	1.99E-05	1.60E-07	5.59E-07	5.86E-07	SLB21.5a:LP-DIR-T	14	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	41.9	33.2	0	pmagpy-3.2.1	u		853	SLB21.5a	273	1.97E-05	1.50E-07	3.56E-07	3.83E-07	SLB21.5a:LP-DIR-T	15	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	41.8	31.2	0	pmagpy-3.2.1	u		868	SLB21.5a	273	1.82E-05	1.81E-07	8.79E-07	7.50E-07	SLB21.5a:LP-DIR-T	16	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	42.1	31.3	0	pmagpy-3.2.1	u		883	SLB21.5a	273	1.60E-05	1.44E-07	2.26E-07	2.97E-07	SLB21.5a:LP-DIR-T	17	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	42.8	31.8	0	pmagpy-3.2.1	u		898	SLB21.5a	273	9.27E-06	8.40E-08	6.70E-08	1.28E-07	SLB21.5a:LP-DIR-T	18	1	1	g	LT-T-Z:LP-DIR-T
0	This study	45.2	36.3	0	pmagpy-3.2.1	u		913	SLB21.5a	273	2.38E-06	1.79E-08	7.28E-08	8.29E-08	SLB21.5a:LP-DIR-T	19	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	45.9	33.9	0	pmagpy-3.2.1	u		928	SLB21.5a	273	2.14E-06	1.47E-08	1.52E-08	1.93E-08	SLB21.5a:LP-DIR-T	20	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	45.7	34.2	0	pmagpy-3.2.1	u		938	SLB21.5a	273	1.87E-06	9.24E-09	1.20E-07	9.89E-08	SLB21.5a:LP-DIR-T	21	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	46.7	33	0	pmagpy-3.2.1	u		948	SLB21.5a	273	1.77E-06	9.89E-09	6.32E-08	5.81E-08	SLB21.5a:LP-DIR-T	22	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	46.2	34.3	0	pmagpy-3.2.1	u		953	SLB21.5a	273	1.66E-06	2.03E-08	8.67E-08	7.64E-08	SLB21.5a:LP-DIR-T	23	1	4	g	LT-T-Z:LP-DIR-T
0	This study	62.8	282.9	0	pmagpy-3.2.1	u		273	SLB21.6a	273	3.78E-05	1.58E-07	3.68E-07	4.60E-07	SLB21.6a:LP-DIR-T	1	1	0.9	g	LT-NO:LP-DIR-T
0	This study	63.1	293.8	0	pmagpy-3.2.1	u		77	SLB21.6a	273	3.68E-05	1.72E-07	1.85E-06	3.94E-06	SLB21.6a:LP-DIR-T	2	1	6.7	g	LT-LT-Z:LP-DIR-T
0	This study	62.5	282.3	0	pmagpy-3.2.1	u		373	SLB21.6a	273	3.71E-05	1.81E-07	2.64E-07	3.06E-07	SLB21.6a:LP-DIR-T	3	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	61.7	283.1	0	pmagpy-3.2.1	u		473	SLB21.6a	273	3.48E-05	1.94E-07	2.46E-07	2.69E-07	SLB21.6a:LP-DIR-T	4	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	61	284.3	0	pmagpy-3.2.1	u		573	SLB21.6a	273	3.23E-05	1.89E-07	2.32E-07	4.02E-07	SLB21.6a:LP-DIR-T	5	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	60.8	283.3	0	pmagpy-3.2.1	u		673	SLB21.6a	273	3.03E-05	1.71E-07	2.17E-07	4.19E-07	SLB21.6a:LP-DIR-T	6	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	60.7	283.8	0	pmagpy-3.2.1	u		723	SLB21.6a	273	2.89E-05	1.44E-07	1.93E-07	2.75E-07	SLB21.6a:LP-DIR-T	7	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	60.7	282.5	0	pmagpy-3.2.1	u		748	SLB21.6a	273	2.88E-05	1.82E-07	2.05E-07	3.39E-07	SLB21.6a:LP-DIR-T	8	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	60.5	283.8	0	pmagpy-3.2.1	u		773	SLB21.6a	273	2.82E-05	1.56E-07	1.96E-07	4.51E-07	SLB21.6a:LP-DIR-T	9	1	1	g	LT-T-Z:LP-DIR-T
0	This study	60.8	287.2	0	pmagpy-3.2.1	u		798	SLB21.6a	273	2.77E-05	1.73E-07	3.39E-07	2.35E-07	SLB21.6a:LP-DIR-T	10	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	60.6	282.9	0	pmagpy-3.2.1	u		823	SLB21.6a	273	2.69E-05	1.48E-07	1.85E-07	2.75E-07	SLB21.6a:LP-DIR-T	11	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	60.7	279.7	0	pmagpy-3.2.1	u		833	SLB21.6a	273	2.66E-05	1.45E-07	1.70E-07	3.14E-07	SLB21.6a:LP-DIR-T	12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	60.7	283.4	0	pmagpy-3.2.1	u		843	SLB21.6a	273	2.57E-05	1.41E-07	1.93E-07	4.34E-07	SLB21.6a:LP-DIR-T	13	1	1	g	LT-T-Z:LP-DIR-T
0	This study	60.5	283.8	0	pmagpy-3.2.1	u		848	SLB21.6a	273	2.49E-05	1.33E-07	1.69E-07	3.70E-07	SLB21.6a:LP-DIR-T	14	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	60.4	283.3	0	pmagpy-3.2.1	u		853	SLB21.6a	273	2.48E-05	1.60E-07	1.71E-07	1.78E-07	SLB21.6a:LP-DIR-T	15	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	60.5	282.3	0	pmagpy-3.2.1	u		868	SLB21.6a	273	2.33E-05	1.33E-07	1.55E-07	1.80E-07	SLB21.6a:LP-DIR-T	16	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	60.5	282.2	0	pmagpy-3.2.1	u		883	SLB21.6a	273	2.01E-05	1.21E-07	1.36E-07	1.72E-07	SLB21.6a:LP-DIR-T	17	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	60.5	280.8	0	pmagpy-3.2.1	u		898	SLB21.6a	273	1.22E-05	8.38E-08	8.21E-08	1.96E-07	SLB21.6a:LP-DIR-T	18	1	1	g	LT-T-Z:LP-DIR-T
0	This study	62.2	274.7	0	pmagpy-3.2.1	u		913	SLB21.6a	273	2.32E-06	1.48E-08	1.49E-08	3.99E-08	SLB21.6a:LP-DIR-T	19	1	1	g	LT-T-Z:LP-DIR-T
0	This study	62.8	275.8	0	pmagpy-3.2.1	u		928	SLB21.6a	273	2.10E-06	1.26E-08	1.26E-08	5.82E-08	SLB21.6a:LP-DIR-T	20	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	62.6	276.6	0	pmagpy-3.2.1	u		938	SLB21.6a	273	1.88E-06	1.17E-08	1.96E-08	1.86E-08	SLB21.6a:LP-DIR-T	21	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	63	273.8	0	pmagpy-3.2.1	u		948	SLB21.6a	273	1.81E-06	1.13E-08	1.31E-08	2.01E-08	SLB21.6a:LP-DIR-T	22	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	62.2	271.2	0	pmagpy-3.2.1	u		953	SLB21.6a	273	1.75E-06	2.57E-08	2.08E-08	1.10E-08	SLB21.6a:LP-DIR-T	23	1	1	g	LT-T-Z:LP-DIR-T
0	This study	45.6	304.6	0	pmagpy-3.2.1	u		273	SLB21.7a	273	2.76E-05	1.93E-07	5.14E-07	3.66E-07	SLB21.7a:LP-DIR-T	1	1	1.3	g	LT-NO:LP-DIR-T
0	This study	46.2	292.9	0	pmagpy-3.2.1	u		77	SLB21.7a	273	2.66E-05	2.26E-07	1.81E-06	3.82E-06	SLB21.7a:LP-DIR-T	2	1	9	g	LT-LT-Z:LP-DIR-T
0	This study	45.5	305.7	0	pmagpy-3.2.1	u		77	SLB21.7a	273	2.68E-05	2.69E-07	5.55E-07	3.06E-07	SLB21.7a:LP-DIR-T	3	1	1.4	g	LT-LT-Z:LP-DIR-T
0	This study	45.3	304.6	0	pmagpy-3.2.1	u		373	SLB21.7a	273	2.70E-05	2.34E-07	8.31E-07	8.33E-07	SLB21.7a:LP-DIR-T	4	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	44.2	304.5	0	pmagpy-3.2.1	u		473	SLB21.7a	273	2.60E-05	2.38E-07	2.36E-07	3.08E-07	SLB21.7a:LP-DIR-T	5	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	44.1	302.3	0	pmagpy-3.2.1	u		573	SLB21.7a	273	2.40E-05	1.92E-07	1.03E-06	1.23E-06	SLB21.7a:LP-DIR-T	6	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	43.7	303.8	0	pmagpy-3.2.1	u		673	SLB21.7a	273	2.33E-05	2.09E-07	6.11E-07	6.35E-07	SLB21.7a:LP-DIR-T	7	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	43.6	303.4	0	pmagpy-3.2.1	u		723	SLB21.7a	273	2.25E-05	1.89E-07	3.44E-07	2.58E-07	SLB21.7a:LP-DIR-T	8	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	43.7	304.1	0	pmagpy-3.2.1	u		748	SLB21.7a	273	2.23E-05	2.26E-07	3.07E-07	2.07E-07	SLB21.7a:LP-DIR-T	9	1	1	g	LT-T-Z:LP-DIR-T
0	This study	43.7	303.9	0	pmagpy-3.2.1	u		773	SLB21.7a	273	2.19E-05	1.97E-07	3.27E-07	2.07E-07	SLB21.7a:LP-DIR-T	10	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	44	306.8	0	pmagpy-3.2.1	u		798	SLB21.7a	273	2.15E-05	2.20E-07	8.80E-07	7.92E-07	SLB21.7a:LP-DIR-T	11	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	43.8	302.4	0	pmagpy-3.2.1	u		823	SLB21.7a	273	2.10E-05	1.92E-07	3.89E-07	3.57E-07	SLB21.7a:LP-DIR-T	12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	43.8	301	0	pmagpy-3.2.1	u		833	SLB21.7a	273	2.09E-05	1.94E-07	5.28E-07	6.22E-07	SLB21.7a:LP-DIR-T	13	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	43.7	302.4	0	pmagpy-3.2.1	u		843	SLB21.7a	273	2.05E-05	1.66E-07	5.34E-07	7.06E-07	SLB21.7a:LP-DIR-T	14	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	43.8	303.9	0	pmagpy-3.2.1	u		848	SLB21.7a	273	2.00E-05	1.81E-07	2.11E-07	1.48E-07	SLB21.7a:LP-DIR-T	15	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	43.8	303.9	0	pmagpy-3.2.1	u		853	SLB21.7a	273	1.99E-05	2.13E-07	2.82E-07	1.66E-07	SLB21.7a:LP-DIR-T	16	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	43.7	302.8	0	pmagpy-3.2.1	u		868	SLB21.7a	273	1.90E-05	1.73E-07	4.53E-07	4.25E-07	SLB21.7a:LP-DIR-T	17	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	43.9	301.3	0	pmagpy-3.2.1	u		883	SLB21.7a	273	1.61E-05	1.44E-07	3.68E-07	4.34E-07	SLB21.7a:LP-DIR-T	18	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	44.7	302.9	0	pmagpy-3.2.1	u		898	SLB21.7a	273	9.57E-06	8.80E-08	1.36E-07	1.51E-07	SLB21.7a:LP-DIR-T	19	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	50	292.9	0	pmagpy-3.2.1	u		913	SLB21.7a	273	2.46E-06	1.90E-08	8.14E-08	1.44E-07	SLB21.7a:LP-DIR-T	20	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	50.6	297.6	0	pmagpy-3.2.1	u		928	SLB21.7a	273	2.21E-06	2.17E-08	3.79E-08	2.98E-08	SLB21.7a:LP-DIR-T	21	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	50.3	297.1	0	pmagpy-3.2.1	u		938	SLB21.7a	273	1.92E-06	1.85E-08	7.60E-08	9.18E-08	SLB21.7a:LP-DIR-T	22	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	51	296.3	0	pmagpy-3.2.1	u		948	SLB21.7a	273	1.79E-06	1.99E-08	2.80E-08	1.42E-08	SLB21.7a:LP-DIR-T	23	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	50.3	295.9	0	pmagpy-3.2.1	u		953	SLB21.7a	273	1.77E-06	3.82E-08	5.56E-08	4.70E-08	SLB21.7a:LP-DIR-T	24	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	56.6	320.9	0	pmagpy-3.2.1	u		273	SLB21.8a	273	2.98E-05	1.06E-07	4.07E-07	3.65E-07	SLB21.8a:LP-DIR-T	1	1	1	g	LT-NO:LP-DIR-T
0	This study	56.3	319.3	0	pmagpy-3.2.1	u		77	SLB21.8a	273	2.91E-05	1.07E-07	3.59E-07	3.26E-07	SLB21.8a:LP-DIR-T	2	1	0.9	g	LT-LT-Z:LP-DIR-T
0	This study	56.2	320.9	0	pmagpy-3.2.1	u		373	SLB21.8a	273	2.93E-05	1.12E-07	3.85E-07	3.52E-07	SLB21.8a:LP-DIR-T	3	1	1	g	LT-T-Z:LP-DIR-T
0	This study	55.4	321.2	0	pmagpy-3.2.1	u		473	SLB21.8a	273	2.83E-05	1.17E-07	4.03E-07	3.18E-07	SLB21.8a:LP-DIR-T	4	1	1	g	LT-T-Z:LP-DIR-T
0	This study	54.8	319.8	0	pmagpy-3.2.1	u		573	SLB21.8a	273	2.63E-05	9.73E-08	4.36E-07	4.18E-07	SLB21.8a:LP-DIR-T	5	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	54.3	321.3	0	pmagpy-3.2.1	u		673	SLB21.8a	273	2.51E-05	1.21E-07	1.70E-07	1.82E-07	SLB21.8a:LP-DIR-T	6	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	54.5	320.9	0	pmagpy-3.2.1	u		723	SLB21.8a	273	2.41E-05	1.04E-07	2.81E-07	2.44E-07	SLB21.8a:LP-DIR-T	7	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	54.5	321.2	0	pmagpy-3.2.1	u		748	SLB21.8a	273	2.39E-05	1.07E-07	1.56E-07	1.68E-07	SLB21.8a:LP-DIR-T	8	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	54.1	321.3	0	pmagpy-3.2.1	u		773	SLB21.8a	273	2.35E-05	1.30E-07	2.58E-07	1.74E-07	SLB21.8a:LP-DIR-T	9	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	54.7	322.9	0	pmagpy-3.2.1	u		798	SLB21.8a	273	2.31E-05	8.85E-08	4.30E-07	2.69E-07	SLB21.8a:LP-DIR-T	10	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	54.4	322.7	0	pmagpy-3.2.1	u		823	SLB21.8a	273	2.25E-05	1.09E-07	2.05E-07	2.90E-07	SLB21.8a:LP-DIR-T	11	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	54.5	317.6	0	pmagpy-3.2.1	u		833	SLB21.8a	273	2.24E-05	1.12E-07	1.28E-07	1.48E-07	SLB21.8a:LP-DIR-T	12	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	54.7	321.5	0	pmagpy-3.2.1	u		843	SLB21.8a	273	2.18E-05	7.81E-08	5.47E-07	4.94E-07	SLB21.8a:LP-DIR-T	13	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	54.5	321.8	0	pmagpy-3.2.1	u		848	SLB21.8a	273	2.12E-05	8.19E-08	1.34E-07	1.45E-07	SLB21.8a:LP-DIR-T	14	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	54.5	319.6	0	pmagpy-3.2.1	u		853	SLB21.8a	273	2.10E-05	1.06E-07	2.51E-07	2.66E-07	SLB21.8a:LP-DIR-T	15	1	1	g	LT-T-Z:LP-DIR-T
0	This study	54.5	321.6	0	pmagpy-3.2.1	u		868	SLB21.8a	273	1.99E-05	8.36E-08	1.82E-07	1.36E-07	SLB21.8a:LP-DIR-T	16	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	54.7	321	0	pmagpy-3.2.1	u		883	SLB21.8a	273	1.39E-05	5.27E-08	9.97E-08	1.08E-07	SLB21.8a:LP-DIR-T	17	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	56.4	317	0	pmagpy-3.2.1	u		898	SLB21.8a	273	6.04E-06	1.93E-08	8.94E-08	1.28E-07	SLB21.8a:LP-DIR-T	18	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	59.5	313.6	0	pmagpy-3.2.1	u		913	SLB21.8a	273	2.53E-06	1.10E-08	2.14E-08	1.92E-08	SLB21.8a:LP-DIR-T	19	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	60.2	315.4	0	pmagpy-3.2.1	u		928	SLB21.8a	273	2.25E-06	1.08E-08	1.36E-08	2.50E-08	SLB21.8a:LP-DIR-T	20	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	60.7	314.2	0	pmagpy-3.2.1	u		938	SLB21.8a	273	1.99E-06	4.98E-09	4.54E-08	3.43E-08	SLB21.8a:LP-DIR-T	21	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	61.2	315.1	0	pmagpy-3.2.1	u		948	SLB21.8a	273	1.86E-06	6.40E-09	2.88E-08	2.04E-08	SLB21.8a:LP-DIR-T	22	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	61.1	312.7	0	pmagpy-3.2.1	u		953	SLB21.8a	273	1.88E-06	2.65E-08	5.77E-08	2.76E-08	SLB21.8a:LP-DIR-T	23	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	49.5	80.5	0	pmagpy-3.2.1	u		273	SLB22.1a	273	8.28E-07	1.10E-08	1.75E-08	2.41E-08	SLB22.1a:LP-DIR-T	1	1	2.2	g	LT-NO:LP-DIR-T
0	This study	49.9	77.1	0	pmagpy-3.2.1	u		77	SLB22.1a	273	8.13E-07	9.15E-09	1.88E-08	3.44E-08	SLB22.1a:LP-DIR-T	2	1	2.8	g	LT-LT-Z:LP-DIR-T
0	This study	49.5	79.3	0	pmagpy-3.2.1	u		373	SLB22.1a	273	8.14E-07	1.19E-08	2.17E-08	3.85E-08	SLB22.1a:LP-DIR-T	3	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	49.1	76.8	0	pmagpy-3.2.1	u		473	SLB22.1a	273	8.03E-07	9.29E-09	2.40E-08	4.92E-08	SLB22.1a:LP-DIR-T	4	1	4	g	LT-T-Z:LP-DIR-T
0	This study	48.9	77.8	0	pmagpy-3.2.1	u		573	SLB22.1a	273	7.51E-07	9.64E-09	2.12E-08	4.57E-08	SLB22.1a:LP-DIR-T	5	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	49	78.5	0	pmagpy-3.2.1	u		673	SLB22.1a	273	6.79E-07	9.86E-09	1.35E-08	1.15E-08	SLB22.1a:LP-DIR-T	6	1	1.7	g	LT-T-Z:LP-DIR-T
